Ref,Val,Package,PosX,PosY,Rot,Side
"50K","R_0402_1005Metric","R_0402_1005Metric",24.500000,-104.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",200.500000,-8.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",48.490000,-80.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",88.500000,-128.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",88.500000,-32.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",112.490000,-72.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",192.490000,-128.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",32.490000,-112.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",184.490000,-40.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",240.490000,-128.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",256.490000,-72.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",208.500000,-16.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",104.490000,-128.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",40.490000,-16.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",72.500000,-88.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",160.490000,-72.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",88.500000,-64.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",88.500000,-40.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",248.490000,-40.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",192.490000,-112.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",184.490000,-112.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",48.490000,-120.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",248.490000,-88.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",232.490000,-120.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",200.500000,-112.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",184.490000,-128.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",136.500000,-8.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",160.490000,-32.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",32.490000,-96.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",24.500000,-128.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",224.490000,-40.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",232.490000,-88.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",56.490000,-104.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",192.490000,-40.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",256.490000,-104.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",216.500000,-16.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",56.490000,-112.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",232.490000,-8.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",16.500000,-48.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",40.490000,-96.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",16.500000,-40.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",40.490000,-104.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",120.490000,-112.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",216.500000,-64.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",128.490000,-128.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",64.490000,-88.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",240.490000,-48.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",240.490000,-8.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",224.490000,-96.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",160.490000,-80.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",8.500000,-64.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",160.490000,-120.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",120.490000,-120.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",56.490000,-8.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",144.500000,-40.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",32.490000,-48.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",256.490000,-24.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",88.500000,-112.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",48.490000,-96.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",104.490000,-40.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",104.490000,-16.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",48.490000,-40.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",168.490000,-56.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",176.490000,-64.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",176.490000,-16.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",232.490000,-48.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",120.490000,-128.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",16.500000,-80.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",120.490000,-56.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",216.500000,-56.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",96.490000,-112.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",8.500000,-104.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",232.490000,-32.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",80.500000,-56.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",176.490000,-96.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",112.490000,-120.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",72.500000,-40.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",32.490000,-120.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",224.490000,-88.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",96.490000,-120.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",32.490000,-56.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",24.500000,-96.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",72.500000,-128.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",224.490000,-128.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",16.500000,-128.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",88.500000,-48.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",152.500000,-112.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",8.500000,-8.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",8.500000,-112.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",232.490000,-16.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",232.490000,-72.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",208.500000,-72.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",112.490000,-80.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",216.500000,-24.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",136.500000,-128.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",24.500000,-72.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",8.500000,-120.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",64.490000,-56.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",152.500000,-80.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",16.500000,-16.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",232.490000,-128.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",128.490000,-8.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",88.500000,-8.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",256.490000,-88.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",32.490000,-128.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",248.490000,-48.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",40.490000,-120.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",240.490000,-32.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",200.500000,-80.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",152.500000,-32.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",104.490000,-120.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",200.500000,-72.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",120.490000,-24.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",168.490000,-48.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",96.490000,-24.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",32.490000,-104.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",40.490000,-72.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",128.490000,-88.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",152.500000,-128.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",152.500000,-64.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",80.500000,-64.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",136.500000,-56.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",128.490000,-16.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",48.490000,-48.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",112.490000,-128.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",144.500000,-112.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",64.490000,-24.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",112.490000,-64.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",40.490000,-56.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",64.490000,-8.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",48.490000,-72.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",96.490000,-64.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",232.490000,-40.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",32.490000,-72.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",104.490000,-112.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",208.500000,-40.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",8.500000,-96.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",160.490000,-96.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",120.490000,-16.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",96.490000,-96.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",56.490000,-48.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",64.490000,-48.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",192.490000,-56.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",32.490000,-40.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",64.490000,-104.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",120.490000,-96.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",88.500000,-120.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",184.490000,-16.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",240.490000,-72.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",112.490000,-112.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",136.500000,-48.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",144.500000,-104.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",144.500000,-16.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",80.500000,-8.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",16.500000,-64.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",208.500000,-104.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",256.490000,-80.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",104.490000,-24.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",72.500000,-16.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",64.490000,-16.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",96.490000,-48.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",128.490000,-40.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",168.490000,-112.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",136.500000,-96.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",224.490000,-48.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",256.490000,-56.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",8.500000,-56.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",24.500000,-16.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",240.490000,-56.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",168.490000,-8.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",72.500000,-72.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",200.500000,-32.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",144.500000,-32.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",24.500000,-48.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",240.490000,-16.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",216.500000,-104.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",48.490000,-16.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",56.490000,-64.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",48.490000,-88.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",80.500000,-112.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",200.500000,-96.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",40.490000,-8.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",72.500000,-80.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",184.490000,-8.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",248.490000,-56.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",72.500000,-64.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",112.490000,-24.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",224.490000,-80.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",48.490000,-32.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",200.500000,-16.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",240.490000,-96.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",176.490000,-72.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",232.490000,-24.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",8.500000,-80.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",256.490000,-64.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",104.490000,-64.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",96.490000,-104.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",256.490000,-120.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",208.500000,-56.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",184.490000,-88.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",208.500000,-120.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",40.490000,-112.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",248.490000,-104.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",232.490000,-56.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",8.500000,-16.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",128.490000,-48.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",8.500000,-24.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",216.500000,-112.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",248.490000,-112.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",96.490000,-40.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",64.490000,-72.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",32.490000,-24.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",40.490000,-40.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",152.500000,-24.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",256.490000,-96.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",224.490000,-32.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",248.490000,-24.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",120.490000,-104.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",80.500000,-96.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",176.490000,-88.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",160.490000,-8.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",16.500000,-112.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",240.490000,-104.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",240.490000,-88.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",128.490000,-112.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",112.490000,-56.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",112.490000,-88.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",144.500000,-8.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",24.500000,-24.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",24.500000,-56.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",16.500000,-88.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",96.490000,-128.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",208.500000,-80.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",200.500000,-24.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",168.490000,-24.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",80.500000,-104.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",72.500000,-24.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",224.490000,-120.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",248.490000,-16.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",256.490000,-48.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",152.500000,-40.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",248.490000,-64.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",168.490000,-120.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",72.500000,-112.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",248.490000,-128.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",112.490000,-104.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",88.500000,-56.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",88.500000,-88.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",216.500000,-32.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",176.490000,-40.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",72.500000,-120.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",144.500000,-80.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",32.490000,-80.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",216.500000,-8.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",96.490000,-56.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",24.500000,-120.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",40.490000,-24.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",208.500000,-88.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",144.500000,-128.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",192.490000,-64.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",16.500000,-104.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",8.500000,-48.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",136.500000,-16.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",80.500000,-24.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",248.490000,-120.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",120.490000,-64.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",128.490000,-104.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",48.490000,-56.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",184.490000,-32.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",168.490000,-32.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",88.500000,-96.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",232.490000,-64.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",184.490000,-104.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",136.500000,-88.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",128.490000,-56.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",16.500000,-56.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",56.490000,-40.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",136.500000,-120.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",136.500000,-80.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",24.500000,-32.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",128.490000,-72.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",160.490000,-88.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",152.500000,-72.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",248.490000,-32.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",48.490000,-104.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",256.490000,-32.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",224.490000,-112.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",120.490000,-8.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",88.500000,-24.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",208.500000,-48.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",208.500000,-128.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",248.490000,-80.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",184.490000,-120.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",192.490000,-16.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",232.490000,-112.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",168.490000,-40.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",248.490000,-96.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",112.490000,-48.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",160.490000,-104.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",216.500000,-128.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",88.500000,-104.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",56.490000,-24.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",144.500000,-64.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",104.490000,-56.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",176.490000,-32.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",64.490000,-32.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",128.490000,-64.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",96.490000,-80.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",128.490000,-32.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",248.490000,-8.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",128.490000,-80.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",72.500000,-96.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",32.490000,-88.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",104.490000,-104.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",184.490000,-80.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",192.490000,-32.500000,180.000000,top
"50K","R_0402_1005Metric","R_0402_1005Metric",40.490000,-128.500000,180.000000,top
